tile,id,centroid,area_m2,min_veg_distance_m,risk_score,zone_1a_veg_density,zone_1b_veg_density,zone_2_veg_density,overlay_image
68a13b5f_05120_03072,1,"(103, 189)",213.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_03072.png
68a13b5f_05120_03584,0,"(253, 413)",133.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_03584.png
68a13b5f_05120_03584,1,"(214, 165)",127.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_03584.png
68a13b5f_05120_04096,0,"(259, 479)",33.1,6.51,0.14,0.0,0.027,0.049,overlay/68a13b5f_05120_04096.png
68a13b5f_05120_04096,1,"(229, 296)",138.6,2.68,0.19,0.0,0.058,0.016,overlay/68a13b5f_05120_04096.png
68a13b5f_05120_04096,2,"(212, 51)",52.2,1.43,0.23,0.001,0.064,0.03,overlay/68a13b5f_05120_04096.png
68a13b5f_05120_04608,0,"(479, 416)",34.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_04608.png
68a13b5f_05120_04608,1,"(404, 278)",17.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_04608.png
68a13b5f_05120_04608,2,"(467, 150)",52.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_04608.png
68a13b5f_05120_05120,0,"(106, 425)",137.7,0.6,1.27,0.171,0.135,0.005,overlay/68a13b5f_05120_05120.png
68a13b5f_05120_05120,1,"(93, 140)",119.9,0.84,0.61,0.036,0.144,0.0,overlay/68a13b5f_05120_05120.png
68a13b5f_05632_00512,0,"(127, 363)",259.7,8.3,0.5,0.0,0.038,0.305,overlay/68a13b5f_05632_00512.png
68a13b5f_05632_00512,1,"(33, 80)",35.4,9.2,0.17,0.0,0.004,0.126,overlay/68a13b5f_05632_00512.png
68a13b5f_05632_01024,0,"(242, 458)",90.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05632_01024.png
68a13b5f_05632_01024,1,"(301, 158)",313.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05632_01024.png
68a13b5f_05632_01536,0,"(272, 87)",135.6,5.55,0.02,0.0,0.007,0.0,overlay/68a13b5f_05632_01536.png
68a13b5f_05632_02048,0,"(459, 354)",56.4,1.15,0.09,0.011,0.013,0.0,overlay/68a13b5f_05632_02048.png
68a13b5f_05632_02560,0,"(47, 327)",67.0,10.88,0.19,0.0,0.0,0.15,overlay/68a13b5f_05632_02560.png
68a13b5f_05632_02560,1,"(486, 85)",29.6,5.77,0.52,0.0,0.139,0.081,overlay/68a13b5f_05632_02560.png
68a13b5f_05632_02560,2,"(47, 63)",47.3,13.88,0.16,0.0,0.0,0.125,overlay/68a13b5f_05632_02560.png
68a13b5f_05632_03072,0,"(112, 354)",234.8,4.81,0.02,0.0,0.007,0.0,overlay/68a13b5f_05632_03072.png
68a13b5f_05632_03072,1,"(88, 100)",77.8,2.04,0.03,0.0,0.009,0.0,overlay/68a13b5f_05632_03072.png
68a13b5f_05632_03584,0,"(326, 220)",380.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05632_03584.png
68a13b5f_05632_04096,0,"(448, 445)",59.6,0.0,3.98,0.32,0.777,0.042,overlay/68a13b5f_05632_04096.png
68a13b5f_05632_04096,1,"(269, 121)",131.6,0.36,1.56,0.099,0.249,0.253,overlay/68a13b5f_05632_04096.png
68a13b5f_05632_04608,0,"(36, 460)",19.4,0.98,2.66,0.016,0.774,0.211,overlay/68a13b5f_05632_04608.png
68a13b5f_05632_04608,1,"(471, 449)",20.3,4.26,0.79,0.0,0.114,0.362,overlay/68a13b5f_05632_04608.png
68a13b5f_05632_04608,2,"(301, 332)",143.9,0.0,2.83,0.307,0.398,0.085,overlay/68a13b5f_05632_04608.png
68a13b5f_05632_05120,0,"(138, 383)",189.2,0.49,0.61,0.015,0.177,0.0,overlay/68a13b5f_05632_05120.png
68a13b5f_05632_05120,1,"(85, 239)",17.6,0.0,0.64,0.093,0.019,0.099,overlay/68a13b5f_05632_05120.png
68a13b5f_05632_05120,2,"(98, 58)",87.4,6.06,0.36,0.0,0.089,0.076,overlay/68a13b5f_05632_05120.png
68a13b5f_06144_00512,0,"(411, 461)",52.2,22.45,0.0,0.0,0.0,0.002,overlay/68a13b5f_06144_00512.png
68a13b5f_06144_00512,1,"(294, 194)",361.6,7.24,0.01,0.0,0.003,0.0,overlay/68a13b5f_06144_00512.png
68a13b5f_06144_01024,0,"(303, 71)",165.8,1.3,0.19,0.003,0.038,0.051,overlay/68a13b5f_06144_01024.png
68a13b5f_06144_01536,0,"(169, 423)",38.4,5.82,0.01,0.0,0.004,0.0,overlay/68a13b5f_06144_01536.png
68a13b5f_06144_01536,1,"(386, 363)",176.9,15.02,0.0,0.0,0.0,0.004,overlay/68a13b5f_06144_01536.png
68a13b5f_06144_02048,0,"(478, 414)",32.6,20.64,0.0,0.0,0.0,0.002,overlay/68a13b5f_06144_02048.png
68a13b5f_06144_02048,1,"(467, 63)",40.3,24.16,0.0,0.0,0.0,0.002,overlay/68a13b5f_06144_02048.png
68a13b5f_06144_02560,0,"(104, 365)",165.1,9.49,0.08,0.0,0.002,0.056,overlay/68a13b5f_06144_02560.png
68a13b5f_06144_02560,1,"(70, 90)",92.7,10.81,0.05,0.0,0.0,0.039,overlay/68a13b5f_06144_02560.png
68a13b5f_06144_03072,0,"(188, 347)",185.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06144_03072.png
68a13b5f_06144_03072,1,"(133, 87)",170.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06144_03072.png
68a13b5f_06144_03584,0,"(370, 361)",186.0,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06144_03584.png
68a13b5f_06144_03584,1,"(321, 107)",114.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06144_03584.png
68a13b5f_06144_04096,0,"(32, 476)",16.6,1.02,1.77,0.047,0.188,0.348,overlay/68a13b5f_06144_04096.png
68a13b5f_06144_04096,1,"(299, 373)",120.8,0.22,2.25,0.091,0.433,0.399,overlay/68a13b5f_06144_04096.png
68a13b5f_06144_04608,0,"(56, 386)",61.7,0.19,2.82,0.252,0.407,0.272,overlay/68a13b5f_06144_04608.png
68a13b5f_06144_04608,1,"(314, 351)",139.7,0.51,1.63,0.027,0.251,0.594,overlay/68a13b5f_06144_04608.png
68a13b5f_06144_04608,2,"(471, 122)",25.1,0.0,1.77,0.222,0.062,0.377,overlay/68a13b5f_06144_04608.png
68a13b5f_06144_05120,0,"(76, 294)",104.2,1.04,1.31,0.013,0.319,0.229,overlay/68a13b5f_06144_05120.png
68a13b5f_06144_05120,1,"(44, 98)",23.1,0.06,0.74,0.049,0.03,0.325,overlay/68a13b5f_06144_05120.png
68a13b5f_06656_00512,0,"(493, 295)",22.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06656_00512.png
68a13b5f_06656_00512,1,"(418, 67)",78.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06656_00512.png
68a13b5f_06656_01024,0,"(81, 320)",159.3,15.06,0.02,0.0,0.0,0.016,overlay/68a13b5f_06656_01024.png
68a13b5f_06656_01024,1,"(26, 38)",15.2,26.34,0.01,0.0,0.0,0.008,overlay/68a13b5f_06656_01024.png
68a13b5f_06656_01536,0,"(376, 368)",225.7,0.72,0.3,0.03,0.038,0.028,overlay/68a13b5f_06656_01536.png
68a13b5f_06656_01536,1,"(420, 104)",131.6,8.1,0.08,0.0,0.009,0.045,overlay/68a13b5f_06656_01536.png
68a13b5f_06656_02048,0,"(18, 141)",16.0,6.01,0.04,0.0,0.013,0.0,overlay/68a13b5f_06656_02048.png
68a13b5f_06656_02560,0,"(137, 421)",139.4,7.02,0.13,0.0,0.017,0.065,overlay/68a13b5f_06656_02560.png
68a13b5f_06656_02560,1,"(136, 124)",164.2,7.95,0.16,0.0,0.024,0.066,overlay/68a13b5f_06656_02560.png
68a13b5f_06656_03072,0,"(267, 385)",149.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06656_03072.png
68a13b5f_06656_03072,1,"(229, 98)",122.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06656_03072.png
68a13b5f_06656_03584,0,"(434, 412)",111.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06656_03584.png
68a13b5f_06656_03584,1,"(389, 73)",126.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_06656_03584.png
68a13b5f_06656_04096,0,"(464, 420)",55.1,13.02,0.13,0.0,0.0,0.106,overlay/68a13b5f_06656_04096.png
68a13b5f_06656_04096,1,"(56, 402)",86.0,11.35,0.9,0.0,0.0,0.117,overlay/68a13b5f_06656_04096.png
68a13b5f_06656_04096,2,"(37, 67)",35.7,4.2,0.39,0.0,0.1,0.073,overlay/68a13b5f_06656_04096.png
68a13b5f_06656_04608,0,"(50, 424)",64.2,4.36,0.24,0.0,0.059,0.047,overlay/68a13b5f_06656_04608.png
68a13b5f_06656_05120,0,"(205, 384)",251.3,0.0,0.48,0.064,0.055,0.0,overlay/68a13b5f_06656_05120.png
68a13b5f_07168_01024,0,"(317, 414)",117.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_01024.png
68a13b5f_07168_01024,1,"(389, 184)",27.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_01024.png
68a13b5f_07168_01024,2,"(186, 104)",165.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_01024.png
68a13b5f_07168_01536,0,"(435, 403)",84.9,5.02,0.08,0.0,0.007,0.051,overlay/68a13b5f_07168_01536.png
68a13b5f_07168_01536,1,"(392, 117)",119.6,1.5,0.2,0.0,0.054,0.031,overlay/68a13b5f_07168_01536.png
68a13b5f_07168_02048,0,"(64, 381)",66.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_02048.png
68a13b5f_07168_02048,1,"(48, 114)",41.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_02048.png
68a13b5f_07168_02560,0,"(188, 459)",75.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_02560.png
68a13b5f_07168_02560,1,"(418, 214)",15.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_02560.png
68a13b5f_07168_02560,2,"(155, 265)",139.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_02560.png
68a13b5f_07168_03072,0,"(330, 428)",109.6,8.45,0.08,0.0,0.013,0.035,overlay/68a13b5f_07168_03072.png
68a13b5f_07168_03072,1,"(320, 214)",146.5,7.84,0.13,0.0,0.012,0.078,overlay/68a13b5f_07168_03072.png
68a13b5f_07168_03584,0,"(467, 444)",40.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_03584.png
68a13b5f_07168_03584,1,"(452, 191)",87.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_07168_03584.png
68a13b5f_07168_04096,0,"(104, 443)",105.0,4.26,0.56,0.0,0.169,0.042,overlay/68a13b5f_07168_04096.png
68a13b5f_07168_04096,1,"(369, 371)",16.4,0.0,2.0,0.318,0.126,0.024,overlay/68a13b5f_07168_04096.png
68a13b5f_07168_04096,2,"(462, 173)",72.2,0.06,0.87,0.109,0.081,0.07,overlay/68a13b5f_07168_04096.png
68a13b5f_07168_04096,3,"(69, 161)",108.9,4.1,0.18,0.0,0.005,0.135,overlay/68a13b5f_07168_04096.png
68a13b5f_07168_04608,0,"(39, 410)",40.2,0.0,1.21,0.184,0.085,0.034,overlay/68a13b5f_07168_04608.png
68a13b5f_07168_04608,1,"(69, 173)",106.4,0.9,0.46,0.035,0.074,0.046,overlay/68a13b5f_07168_04608.png
68a13b5f_07168_05120,0,"(168, 95)",70.6,12.04,0.47,0.0,0.0,0.379,overlay/68a13b5f_07168_05120.png
68be363e_01024_01536,0,"(412, 491)",15.1,26.31,0.52,0.0,0.0,0.038,overlay/68be363e_01024_01536.png
68be363e_01024_03072,0,"(451, 486)",23.5,7.56,1.49,0.0,0.03,0.568,overlay/68be363e_01024_03072.png
68be363e_01536_01024,0,"(406, 126)",181.2,6.72,0.12,0.0,0.037,0.007,overlay/68be363e_01536_01024.png
68be363e_01536_01536,0,"(212, 147)",159.7,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_01536.png
68be363e_01536_01536,1,"(434, 132)",155.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_01536.png
68be363e_01536_02048,0,"(446, 136)",121.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_02048.png
68be363e_01536_02048,1,"(228, 132)",202.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_02048.png
68be363e_01536_02560,0,"(37, 158)",73.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_02560.png
68be363e_01536_02560,1,"(318, 156)",284.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_02560.png
68be363e_01536_03072,0,"(423, 122)",149.9,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_03072.png
68be363e_01536_03072,1,"(72, 139)",127.9,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_03072.png
68be363e_01536_03584,0,"(469, 157)",67.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_03584.png
68be363e_01536_03584,1,"(172, 136)",162.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_03584.png
68be363e_01536_04096,0,"(300, 343)",181.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_04096.png
68be363e_01536_04096,1,"(483, 289)",39.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_04096.png
68be363e_01536_04096,2,"(46, 151)",91.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_04096.png
68be363e_01536_04608,0,"(261, 467)",27.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_04608.png
68be363e_01536_04608,1,"(76, 317)",161.7,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_04608.png
68be363e_01536_04608,2,"(371, 216)",245.7,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_04608.png
68be363e_01536_05120,0,"(216, 213)",325.6,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_01536_05120.png
68be363e_02048_02560,0,"(475, 459)",26.1,10.95,0.52,0.0,0.0,0.407,overlay/68be363e_02048_02560.png
68be363e_02048_03072,0,"(339, 446)",85.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_03072.png
68be363e_02048_03072,1,"(67, 438)",69.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_03072.png
68be363e_02048_03584,0,"(124, 483)",41.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_03584.png
68be363e_02048_03584,1,"(319, 354)",188.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_03584.png
68be363e_02048_04608,0,"(436, 456)",62.3,1.59,0.02,0.0,0.008,0.0,overlay/68be363e_02048_04608.png
68be363e_02048_05120,0,"(28, 457)",24.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_05120.png
68be363e_02048_05120,1,"(439, 440)",76.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_05120.png
68be363e_02048_05120,2,"(207, 434)",130.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02048_05120.png
68be363e_02048_05632,0,"(120, 428)",124.3,9.35,0.28,0.0,0.003,0.213,overlay/68be363e_02048_05632.png
68be363e_02560_03072,0,"(314, 97)",148.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02560_03072.png
68be363e_02560_03072,1,"(85, 112)",121.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02560_03072.png
68be363e_02560_03584,0,"(101, 106)",151.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02560_03584.png
68be363e_02560_04096,0,"(153, 460)",86.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02560_04096.png
68be363e_02560_04096,1,"(436, 260)",128.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_02560_04096.png
68be363e_02560_04608,0,"(29, 248)",32.7,8.82,0.06,0.0,0.004,0.039,overlay/68be363e_02560_04608.png
68be363e_02560_04608,1,"(435, 42)",48.1,0.84,0.57,0.092,0.028,0.025,overlay/68be363e_02560_04608.png
68be363e_02560_04608,2,"(194, 89)",135.3,0.27,0.47,0.08,0.007,0.044,overlay/68be363e_02560_04608.png
68be363e_02560_05120,0,"(434, 40)",43.4,9.75,0.24,0.0,0.001,0.19,overlay/68be363e_02560_05120.png
68be363e_02560_05120,1,"(178, 38)",76.3,7.7,0.36,0.0,0.025,0.228,overlay/68be363e_02560_05120.png
68be363e_02560_05632,0,"(61, 429)",23.6,9.92,0.37,0.0,0.0,0.299,overlay/68be363e_02560_05632.png
68be363e_02560_05632,1,"(132, 54)",18.3,13.04,0.37,0.0,0.0,0.297,overlay/68be363e_02560_05632.png
68be363e_02560_05632,2,"(36, 46)",24.1,18.01,0.5,0.0,0.0,0.259,overlay/68be363e_02560_05632.png
68be363e_03072_02560,0,"(479, 214)",37.8,11.22,0.05,0.0,0.0,0.042,overlay/68be363e_03072_02560.png
68be363e_03072_03072,0,"(157, 463)",67.9,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03072_03072.png
68be363e_03072_03072,1,"(82, 218)",119.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03072_03072.png
68be363e_03072_03584,0,"(395, 441)",89.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03072_03584.png
68be363e_03072_03584,1,"(473, 263)",55.6,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03072_03584.png
68be363e_03072_04096,0,"(445, 451)",56.6,20.49,0.01,0.0,0.0,0.006,overlay/68be363e_03072_04096.png
68be363e_03072_04096,1,"(66, 246)",132.8,21.82,0.01,0.0,0.0,0.01,overlay/68be363e_03072_04096.png
68be363e_03072_04096,2,"(153, 51)",93.3,10.38,0.01,0.0,0.0,0.007,overlay/68be363e_03072_04096.png
68be363e_03072_04608,0,"(47, 467)",31.3,20.76,0.02,0.0,0.0,0.015,overlay/68be363e_03072_04608.png
68be363e_03072_04608,1,"(394, 175)",185.7,12.97,0.04,0.0,0.0,0.034,overlay/68be363e_03072_04608.png
68be363e_03072_05120,0,"(203, 234)",182.0,3.62,0.01,0.0,0.003,0.0,overlay/68be363e_03072_05120.png
68be363e_03072_05632,0,"(85, 223)",24.5,7.76,0.81,0.0,0.07,0.478,overlay/68be363e_03072_05632.png
68be363e_03584_02560,0,"(241, 478)",33.1,5.87,0.11,0.0,0.028,0.016,overlay/68be363e_03584_02560.png
68be363e_03584_03072,0,"(158, 327)",291.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_03072.png
68be363e_03584_03072,1,"(176, 55)",71.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_03072.png
68be363e_03584_03584,0,"(374, 454)",102.8,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_03584.png
68be363e_03584_03584,1,"(370, 237)",156.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_03584.png
68be363e_03584_03584,2,"(416, 48)",44.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_03584.png
68be363e_03584_04096,0,"(457, 346)",121.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_04096.png
68be363e_03584_04096,1,"(443, 55)",58.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_04096.png
68be363e_03584_04608,0,"(62, 315)",101.8,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_04608.png
68be363e_03584_04608,1,"(33, 56)",30.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_04608.png
68be363e_03584_05120,0,"(221, 415)",114.8,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_05120.png
68be363e_03584_05120,1,"(374, 134)",224.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_03584_05120.png
68be363e_03584_05632,0,"(108, 105)",63.8,2.17,0.34,0.0,0.006,0.259,overlay/68be363e_03584_05632.png
68be363e_04096_02560,0,"(488, 238)",27.0,24.15,0.04,0.0,0.0,0.031,overlay/68be363e_04096_02560.png
68be363e_04096_02560,1,"(260, 107)",146.8,3.96,0.12,0.0,0.041,0.0,overlay/68be363e_04096_02560.png
68be363e_04096_03072,0,"(442, 460)",21.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_03072.png
68be363e_04096_03072,1,"(141, 213)",404.9,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_03072.png
68be363e_04096_03584,0,"(390, 441)",112.8,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_03584.png
68be363e_04096_03584,1,"(420, 256)",131.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_03584.png
68be363e_04096_03584,2,"(391, 46)",52.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_03584.png
68be363e_04096_04096,0,"(55, 457)",41.3,16.69,0.01,0.0,0.0,0.008,overlay/68be363e_04096_04096.png
68be363e_04096_04096,1,"(413, 455)",74.9,17.47,0.01,0.0,0.0,0.009,overlay/68be363e_04096_04096.png
68be363e_04096_04096,2,"(54, 270)",85.6,5.31,0.04,0.0,0.014,0.001,overlay/68be363e_04096_04096.png
68be363e_04096_04096,3,"(454, 88)",73.7,9.66,0.02,0.0,0.002,0.008,overlay/68be363e_04096_04096.png
68be363e_04096_04608,0,"(202, 477)",42.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_04608.png
68be363e_04096_04608,1,"(91, 91)",122.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04096_04608.png
68be363e_04096_05120,0,"(483, 479)",13.7,21.29,0.01,0.0,0.0,0.009,overlay/68be363e_04096_05120.png
68be363e_04096_05120,1,"(259, 466)",74.6,7.13,0.04,0.0,0.011,0.005,overlay/68be363e_04096_05120.png
68be363e_04096_05120,2,"(281, 193)",248.1,0.99,0.07,0.007,0.01,0.0,overlay/68be363e_04096_05120.png
68be363e_04096_05632,0,"(204, 482)",14.3,7.18,0.2,0.0,0.031,0.084,overlay/68be363e_04096_05632.png
68be363e_04096_05632,1,"(60, 473)",33.5,3.49,0.29,0.0,0.065,0.078,overlay/68be363e_04096_05632.png
68be363e_04608_02560,0,"(60, 469)",35.7,2.24,0.58,0.0,0.18,0.03,overlay/68be363e_04608_02560.png
68be363e_04608_02560,1,"(375, 301)",190.9,6.58,0.34,0.0,0.034,0.186,overlay/68be363e_04608_02560.png
68be363e_04608_03072,0,"(45, 376)",49.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_03072.png
68be363e_04608_03584,0,"(306, 444)",165.9,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_03584.png
68be363e_04608_03584,1,"(425, 38)",44.7,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_03584.png
68be363e_04608_04096,0,"(412, 63)",85.0,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_04096.png
68be363e_04608_04096,1,"(41, 37)",22.6,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_04096.png
68be363e_04608_04608,0,"(181, 79)",117.7,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_04608.png
68be363e_04608_05120,0,"(292, 87)",158.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_05120.png
68be363e_04608_05632,0,"(217, 94)",29.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_05632.png
68be363e_04608_05632,1,"(59, 91)",84.6,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_04608_05632.png
68be363e_05120_02560,0,"(64, 264)",45.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_02560.png
68be363e_05120_02560,1,"(240, 43)",96.7,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_02560.png
68be363e_05120_03072,0,"(286, 451)",99.8,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_03072.png
68be363e_05120_03584,0,"(188, 171)",299.6,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_03584.png
68be363e_05120_04096,0,"(406, 216)",154.7,12.99,0.01,0.0,0.0,0.004,overlay/68be363e_05120_04096.png
68be363e_05120_04608,0,"(180, 271)",199.9,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_04608.png
68be363e_05120_05120,0,"(345, 311)",198.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_05120.png
68be363e_05120_05632,0,"(284, 297)",75.1,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_05632.png
68be363e_05120_05632,1,"(97, 281)",164.2,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05120_05632.png
68be363e_05632_02560,0,"(214, 322)",144.2,3.21,0.19,0.0,0.062,0.0,overlay/68be363e_05632_02560.png
68be363e_05632_03072,0,"(454, 424)",70.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05632_03072.png
68be363e_05632_03072,1,"(371, 154)",279.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05632_03072.png
68be363e_05632_03584,0,"(83, 405)",126.8,9.29,0.06,0.0,0.003,0.045,overlay/68be363e_05632_03584.png
68be363e_05632_04096,0,"(251, 269)",264.8,5.45,0.17,0.0,0.013,0.107,overlay/68be363e_05632_04096.png
68be363e_05632_04608,0,"(244, 171)",189.3,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_05632_04608.png
68be363e_05632_05120,0,"(460, 457)",40.8,19.74,0.0,0.0,0.0,0.003,overlay/68be363e_05632_05120.png
68be363e_05632_05120,1,"(452, 132)",63.8,1.74,0.02,0.0,0.008,0.0,overlay/68be363e_05632_05120.png
68be363e_05632_05632,0,"(63, 433)",71.8,9.6,0.15,0.0,0.007,0.104,overlay/68be363e_05632_05632.png
68be363e_05632_05632,1,"(54, 163)",85.1,1.8,0.17,0.0,0.007,0.12,overlay/68be363e_05632_05632.png
68be363e_06144_02560,0,"(398, 273)",202.1,6.6,0.02,0.0,0.007,0.0,overlay/68be363e_06144_02560.png
68be363e_06144_02560,1,"(226, 54)",14.4,3.07,0.03,0.0,0.011,0.0,overlay/68be363e_06144_02560.png
68be363e_06144_03072,0,"(83, 480)",38.5,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_06144_03072.png
68be363e_06144_03072,1,"(16, 233)",18.6,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_06144_03072.png
68be363e_06144_03072,2,"(476, 36)",19.4,999.0,0.0,0.0,0.0,0.0,overlay/68be363e_06144_03072.png
68be363e_06144_03584,0,"(235, 245)",484.1,5.04,0.39,0.0,0.064,0.16,overlay/68be363e_06144_03584.png
68be363e_06144_04096,0,"(250, 147)",277.0,6.25,0.12,0.0,0.014,0.058,overlay/68be363e_06144_04096.png
68be363e_06144_04608,0,"(362, 443)",118.3,6.67,0.12,0.0,0.034,0.012,overlay/68be363e_06144_04608.png
68be363e_06144_05120,0,"(467, 183)",41.8,27.64,0.0,0.0,0.0,0.003,overlay/68be363e_06144_05120.png
68be363e_06144_05120,1,"(450, 21)",17.8,34.05,0.02,0.0,0.0,0.0,overlay/68be363e_06144_05120.png
68be363e_06144_05632,0,"(122, 439)",124.1,18.76,0.05,0.0,0.0,0.037,overlay/68be363e_06144_05632.png
68be363e_06144_05632,1,"(81, 206)",111.4,10.55,0.06,0.0,0.0,0.045,overlay/68be363e_06144_05632.png
